stamp_sec,stamp_nsec,x,y,theta
1769098755,776953625,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098755,782062501,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098755,798228586,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098755,813409876,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098755,829959019,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098755,844624994,6.450000286102295,5.544473171234131,0.00010664898582035676
1769098755,861360073,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098755,877832740,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098755,893703781,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098755,909806406,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098755,925474099,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098755,941959475,6.450000286102295,5.544473171234131,0.00010664898582035676
1769098755,957793669,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098755,973142149,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098755,990014037,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,4858550,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,22011200,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,37664773,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,54083129,6.450000286102295,5.544473171234131,0.00010664898582035676
1769098756,70197892,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,85141067,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,101428902,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,117819854,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,133241112,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,149616347,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,165532041,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,181868601,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,198052390,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,213536398,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,229458895,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,245892192,6.450000286102295,5.544473171234131,0.00010664898582035676
1769098756,261529409,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,277483511,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,293321136,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,309650466,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,325777253,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,341354748,6.450000286102295,5.544473171234131,0.00010664898582035676
1769098756,357830132,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,373754080,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,389390925,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,405728637,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,421791317,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,436958642,6.450000286102295,5.544473171234131,0.00010664898582035676
1769098756,454247525,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,468899035,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,485349291,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,501448482,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,517570440,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,533353850,6.450000286102295,5.544473171234131,0.00010664898582035676
1769098756,549870574,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,565663942,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,582031183,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,597846268,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,613157491,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,629480480,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,646007714,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,661353455,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,677343716,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,693346922,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,709366104,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,725560986,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,741632910,6.450000286102295,5.544473171234131,0.00010664898582035676
1769098756,756887868,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,772654620,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,789635913,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,805323521,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,822097554,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,837110091,6.450000286102295,5.544473171234131,0.00010664898582035676
1769098756,853035184,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,869405604,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,885831507,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,902006427,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,917329478,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,933755480,6.450000286102295,5.544473171234131,0.00010664898582035676
1769098756,949782611,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,965217577,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,981915388,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098756,996668733,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,14476761,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,29457784,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,45675919,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,61957052,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,77888225,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,94117328,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,109356269,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,126098974,6.450000286102295,5.544473171234131,0.00010664898582035676
1769098757,141175435,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,157122692,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,172842841,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,188811883,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,205173957,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,221481163,6.450000286102295,5.544473171234131,0.00010664898582035676
1769098757,237675655,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,254115643,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,269622394,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,285577940,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,301828422,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,317116649,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,333220464,6.450000286102295,5.544473171234131,0.00010664898582035676
1769098757,349435703,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,364820193,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,381881176,6.450000286102295,5.544473171234131,0.00010664897854439914
1769098757,397908158,6.450000286102295,5.544473171234131,0.00010664897854439914
